Store Name,Longitude,Latitude
45 Broad Street,-71.05,42.36
One Federal Bldg.,-71.06,42.36
Charles Street,-71.07,42.36
Mass Avenue at Havland,-71.09,42.35
Boston Long Wharf Marriott,-71.05,42.36
Federal Street,-71.06,42.36
Target Boston Fenway T-2822,-71.1,42.34
Star Market Fenway 7576,-71.1,42.34
Westin Hotel Copley,-71.08,42.35
Rowes Wharf,-71.05,42.36
Boston DoubleTree,-71.06,42.35
BU Kenmore Square,-71.09,42.35
Copley Marriott,-71.08,42.35
240 Washington St.,-71.06,42.36
Boston University-700 Commonwealth,-71.1,42.35
12 Winter Street,-71.06,42.36
SODEXO @ Boston Children's Hospital,-71.11,42.34
Fan Pier,-71.05,42.35
303 Congress Street,-71.05,42.35
Steaming Kettle,-71.06,42.36
BOS - Terminal C gate 10,-71.03,42.36
Cambridge St. Beacon Hill,-71.07,42.36
273 Huntington Ave.,-71.09,42.34
84 State Street,-71.06,42.36
125 Summer St.,-71.06,42.35
Renaissance Boston Harbor Lobby,-71.04,42.35
Manulife Financial,-71.04,42.35
City Place (Boston),-71.07,42.35
443 Boylston Street,-71.07,42.35
27 School Street,-71.06,42.36
One Financial Center-Dewey Sq.,-71.06,42.35
"Bourne, Rt. 6",-70.59,41.75
"Braintree, Forbes Rd & Granite St",-71.03,42.22
Target Braintree T-2693,-71.02,42.22
Teavana - Southshore Plaza,-71.02,42.22
South Shore Plaza,-71.02,42.22
Brighton Village,-71.16,42.35
Brighton/Soldiers Field,-71.15,42.36
Cleveland Circle,-71.15,42.34
"Brockton, Belmont Street",-71.07,42.06
"Brockton, Westgate Drive",-71.05,42.09
Harvard Street,-71.13,42.35
Brookline-Washington Sq.,-71.14,42.34
Brookline Village,-71.12,42.33
Coolidge Corner,-71.12,42.34
874 Commonwealth Avenue,-71.11,42.35
Middlesex Tpk & Terrace,-71.23,42.49
Teavana - Burlington,-71.22,42.48
Burlington-Wayside Commons,-71.19,42.48
Burlington Mall Road,-71.21,42.49
Harvard Yard,-71.12,42.37
Cambridgeside Galleria Mall,-71.08,42.37
31 Church,-71.12,42.37
"Harvard Sq., The Garage",-71.12,42.37
"Cambridge, Memorial Drive",-71.12,42.36
Central Square,-71.1,42.37
Teavana - CambridgeSide Galleria,-71.08,42.37
Broadway Marketplace,-71.11,42.37
"Cambridge, Fresh Pond",-71.14,42.39
Star Market Mt Auburn 7565,-71.15,42.38
Cambridge Center,-71.09,42.36
Shepard Post,-71.12,42.38
Marriott Boston Cambridge,-71.09,42.36
Canton-Cobbs Corner,-71.15,42.14
"Chelmsford, Drum Hill Rd",-71.36,42.62
"Chelsea, Everett Avenue",-71.04,42.39
Star Market Chestnut Hill 7645,-71.17,42.32
The Mall at Chestnut Hill,-71.18,42.32
Chestnut Hill Square,-71.18,42.32
"Chicopee, Memorial Dr.",-72.58,42.17
Cohasset,-70.8,42.22
Sudbury Rd & Thoreau,-71.36,42.46
Target Danvers T-1187,-70.94,42.55
"Dedham Mall, Pad",-71.17,42.26
Teavana - Legacy Place,-71.18,42.23
Star Market Morrissey Blvd 7587,-71.07,42.29
BOS - Terminal B gates 1-3,-71.03,42.38
McClellan Hwy & Boardman St.,-71.01,42.39
E. Longmeadow Center,-72.51,42.07
Target Easton T-2267,-71.13,42.02
Target Everett T-1229,-71.07,42.4
Falmouth Route 28,-70.6,41.56
"MA Turnpike, Framingham",-71.42,42.31
Target Framingham T-1308,-71.4,42.31
Shopper's World,-71.4,42.3
"Framingham, Whole Foods",-71.42,42.3
Stop & Shop-Franklin #472,-71.42,42.09
Route 140 & Old West Central St.,-71.42,42.09
344 Russell St (Route 9),-72.55,42.36
Target Hanover T-2532,-70.84,42.14
"Hanover, Washington St",-70.85,42.15
Stop & Shop-Harwich #475,-70.02,41.71
Target Haverhill T-2325,-71.12,42.79
"Haverhill, 1116 Main St",-71.1,42.81
"Hingham, 3A",-70.9,42.25
"Hingham, Rte. 53",-70.9,42.18
Holyoke Mall,-72.64,42.17
Target Holyoke,-72.64,42.17
Teavana - Holyoke Mall,-72.64,42.17
West Main & Lumber St.,-71.54,42.22
Price Chopper-Hopkinton Square,-71.55,42.21
"Hyannis, Iyannough Rd",-70.29,41.67
Teavana - Cape Cod,-70.29,41.67
Target Kingston T-1495,-70.71,41.97
Target Lanesborough T-2127,-73.18,42.54
"Leominster, Commercial Road",-71.74,42.54
Target Leominster T-1965,-71.71,42.53
Downtown Lexington,-71.23,42.45
Lexington/Bedford Rd,-71.23,42.45
Littleton - The Point,-71.48,42.55
"Longmeadow, Bliss Road",-72.55,42.06
UMASS - Lowell,-71.33,42.64
Target Lowell T-2480,-71.32,42.62
Alumni Library,-71.33,42.65
Ludlow,-72.48,42.17
MA - Turnpike Ludlow East,-72.45,42.17
MA-Turnpike Ludlow West,-72.45,42.17
821 Lynnway,-70.96,42.45
Market Street at Lynnfield,-71.03,42.52
Marblehead,-70.86,42.5
"Marlborough, South Bolton St",-71.55,42.35
Target Marlborough T-1516,-71.61,42.36
Teavana - Solomon Pond,-71.61,42.35
Solomon Pond Mall,-71.61,42.36
Marlborough Route 20,-71.59,42.34
Target Marlborough T-2570,-71.51,42.35
Marshfield,-70.75,42.11
Mashpee Commons,-70.49,41.62
Roche Bros - Mashpee #117,-70.49,41.61
"Medfield, Main St & North St",-71.31,42.19
Medford- Whole Foods,-71.13,42.42
"Station Landing, Wellington Circle",-71.08,42.4
Medway,-71.4,42.15
Melrose Center,-71.06,42.46
Target Methuen T-2287,-71.16,42.74
Methuen/The Loop,-71.16,42.74
Target Millford T-1281,-71.5,42.16
East Milton Square(552 Adams St),-71.04,42.26
Teavana - Natick,-71.39,42.3
"Natick, Sherwood Plaza",-71.39,42.3
Natick Mall - Level 1,-71.38,42.3
"Natick, Route 9 West",-71.34,42.3
Needham Heights,-71.24,42.29
Newburyport,-70.87,42.81
Newton Upper Falls,-71.21,42.31
Newton Corner,-71.19,42.36
Newton Lower Falls,-71.26,42.33
Newton Centre St.,-71.19,42.33
Newtonville,-71.21,42.35
N Andover/Rte 114,-71.12,42.67
Teavana - Emerald Square Mall,-71.35,41.95
Emerald Square Mall- Simon,-71.35,41.95
Target North Attleborough T-1190,-71.35,41.94
North Dartmouth,-71,41.64
Target North Dartmouth T-2167,-71,41.64
265 Main St.,-71.12,42.59
Northampton,-72.63,42.32
Stop & Shop - Northampton #787,-72.63,42.33
Route 20 & Shops Way,-71.67,42.29
Norwood Rte. 1 North,-71.19,42.18
Stop & Shop-Orleans #64,-69.97,41.78
Peabody,-70.95,42.55
Teavana - Northshore Mall,-70.89,42.52
North Shore Mall,-70.94,42.54
Price Chopper Pittsfield 140,-73.2,42.47
Pittsfield,-73.2,42.47
Target Plainville T-1930,-71.31,42.03
"Plymouth, Colony Place",-70.71,41.95
Stop & Shop-Plymouth #469,-70.68,41.95
Roche Bros - Quincy #513,-70.98,42.24
"Quincy, Monroe Place",-71,42.25
"Reading, Route 28",-71.1,42.52
Reading Walkers Brook,-71.09,42.52
Target Revere T-1942,-71,42.4
Salem-Dodge Street,-70.89,42.52
Chartwells @ Salem State University,-70.9,42.5
"Saugus, Route 1 Northbound",-71.02,42.48
"Saugus, Route 1 Southbound",-71.02,42.48
Target Seekonk T-1374,-71.32,41.8
"Seekonk, Commerce Way",-71.33,41.79
Price Chopper Shrewsbury # 229,-71.7,42.28
Somerville Avenue,-71.11,42.39
Assembly Row,-71.08,42.4
Davis Square Plaza,-71.12,42.4
Target Somerville T-1441,-71.09,42.38
L Street & East Broadway,-71.04,42.34
South Boston/ West Broadway T,-71.06,42.34
South Brookline,-71.15,42.3
Stop & Shop-South Dennis #461,-70.16,41.71
"Southborough, Route 9",-71.52,42.29
"Springfield, E. Columbus Blvd",-72.59,42.1
Target Stoughton T-2258,-71.07,42.15
Sudbury Route 20,-71.43,42.36
"Sutton, Pleasant Valley Crossing",-71.74,42.16
Price Chopper Sutton # 244,-71.74,42.16
"Swampscott, Vinin Sq.",-70.9,42.48
Target Swansea T-2607,-71.21,41.75
Taunton Depot,-71.07,41.88
Target Taunton T-1189,-71.07,41.88
Waban,-71.23,42.33
"Walpole, Rt. 1",-71.22,42.14
Trapelo & Lexington,-71.23,42.41
"Waltham, Market Place Drive",-71.26,42.38
Target Wareham T-2292,-70.75,41.78
Watertown - Mt. Auburn,-71.18,42.37
Target Watertown T-1442,-71.16,42.36
"Wayland, Main street",-71.36,42.32
Price Chopper Webster # 240,-71.86,42.06
"Wellesley, Linden Square",-71.29,42.3
Downtown Wellesley,-71.3,42.3
West Roxbury- Roche Bros.,-71.15,42.29
Roche Bros - Westboro #119,-71.61,42.27
Target Westborough T-1496,-71.65,42.28
"Westborough, Route 9",-71.61,42.28
"Westfield, East Main St",-72.73,42.11
Westford Valley Marketplace,-71.42,42.57
RT 109/Westwood,-71.22,42.22
Target Westwood T-2649,-71.2,42.22
"University Station, Westwood",-71.15,42.21
"Weymouth, Route 18",-70.96,42.17
Wilmington Crossing,-71.18,42.56
Target Wilmington T-2729,-71.16,42.58
Winchester,-71.14,42.45
"Woburn, Commerce Way",-71.14,42.52
Target Woburn T-1266,-71.14,42.52
"Woburn, West Cummings Park",-71.13,42.5
West Boylston St. & Grove St.,-71.81,42.29
Target Worcester T-1348,-71.77,42.3
"Worcester, East Central Street",-71.79,42.27
412 Constant Friendship Blvd,-76.32,39.46
Target Abingdon T-1871,-76.32,39.46
Manokeek,-77.02,38.66
Andrews Air Force Base,-76.88,38.82
1901 West Street,-76.52,38.98
Annapolis Mall Central Hall,-76.54,38.99
Safeway-Annapolis #2629,-76.55,38.99
Safeway-Annapolis #1460,-76.52,38.97
Maryland Inn Hotel,-76.49,38.98
Target Annapolis T-2271,-76.55,38.99
Teavana - Annapolis Mall,-76.55,38.99
Annapolis Harbour,-76.54,38.98
Annapolis Mall - North,-76.54,38.99
Dock Street (Annapolis),-76.49,38.98
Safeway-Arnold #2764,-76.5,39.03
Target Baltimore East T-2845,-76.57,39.28
Baltimore Convention Center-Lobby,-76.62,39.29
1209 N. Charles Street,-76.62,39.3
BWI - Baggage Claim SW AB,-76.67,39.19
Embassy Suites Hotel-Baltimore,-76.61,39.29
100 E. Pratt Street,-76.61,39.29
Loyola Universi-Andrew White Center,-76.62,39.35
Mount Washington Mill,-76.65,39.37
6378 York Road,-76.61,39.37
Safeway-Baltimore #1481,-76.58,39.28
Woodbrook,-76.63,39.38
Charles Village,-76.62,39.33
Harris Teeter Baltimore #376,-76.6,39.27
"Roland Park, MD",-76.63,39.36
Target Middle River T-1970,-76.45,39.33
Avenue at White Marsh,-76.46,39.37
BWI - Concourse D,-76.67,39.19
10 Light St,-76.61,39.29
Gallery at Harborplace Mall,-76.61,39.29
Woodholme,-76.74,39.39
Greenspring,-76.69,39.39
Harris Teeter Baltimore #392,-76.56,39.28
White Marsh Mall,-76.47,39.38
Centerpointe,-76.62,39.29
Southside Marketplace.,-76.6,39.27
Canton,-76.58,39.28
Safeway - Baltimore #1482,-76.62,39.32
Harbor East - President Street,-76.6,39.28
BWI Pre Security Retail,-76.67,39.18
The Rotunda,-76.63,39.34
Target Baltimore West T-2393,-76.66,39.32
BWI Baltimore Int'l Airport Con B,-76.67,39.18
UMBC - University Center,-76.71,39.26
Amyclae,-76.32,39.55
Route 1 Bel Air Plaza,-76.35,39.53
Target BWI Bel Air T-1002,-76.35,39.53
Bel Air Marketplace,-76.35,39.52
Beltsville Route 1,-76.91,39.03
7700 Norfolk Ave,-77.1,38.99
East-West Hwy.,-77.09,38.98
Westfield Montgomery Mall-Upper Lvl,-77.15,39.02
Bethesda,-77.11,38.96
Safeway - Bethesda #2848,-77.1,38.98
Sumner Place,-77.12,38.95
Wildwood Center,-77.12,39.02
7140 Wisconsin,-77.09,38.98
Harris Teeter Bethesda # 404,-77.1,39
Safeway-Bowie #1804,-76.74,38.95
Bowie,-76.73,38.98
Target Lanham T-2007,-76.82,38.95
Target Bowie T-1004,-76.72,38.95
Teavana - Bowie Town Center,-76.73,38.94
Safeway-Bowie #2713,-76.79,38.97
Harris Teeter Bowie 324,-76.74,38.98
Bowie Town Center,-76.73,38.94
Target Brandywine T-2394,-76.88,38.67
Safeway-Brandywine #2853,-76.88,38.67
Burtonsville DC,-76.93,39.11
Lexington Park,-76.52,38.3
Safeway-Carney #1880,-76.54,39.4
856 Rolling Road,-76.75,39.28
Safeway-Chester #1939,-76.27,38.97
Friendship Heights,-77.09,38.96
North Chevy Chase,-77.08,39
Clarksburg Premium Outlets,-77.29,39.22
Harris Teeter @ Clarksburg #409,-77.27,39.24
Giant-Clarksville #348,-76.94,39.21
"Clinton, MD",-76.89,38.77
Yorkridge Center North,-76.64,39.48
Target Cockeysville T-1265,-76.63,39.46
College Park,-76.93,39.02
University of Maryland,-76.94,38.98
Howard County Community College,-76.88,39.22
Columbia Mall,-76.86,39.22
Snowden River,-76.84,39.18
Target Columbia T-1044,-76.81,39.2
Safeway-Columbia #1553,-76.89,39.22
Harris Teeter - Columbia #322,-76.86,39.17
6365 Dobbin Road,-76.82,39.2
Safeway-Damascus #2794,-77.2,39.29
Harris Teeter - Darnestown #325,-77.29,39.1
Dunkirk,-76.66,38.72
Safeway-Dunkirk #1129,-76.66,38.72
Giant Landover-Easton #323,-76.06,38.77
Harris Teeter Easton # 380,-76.09,38.78
Target Easton T-2310,-76.09,38.78
Safeway-Edgewater #2608,-76.56,38.94
3059 Solomons Island Road,-76.56,38.94
Giant - Eldersburg #6307,-76.95,39.41
Safeway - Eldersburg #1678,-76.95,39.41
Eldersburg,-76.94,39.4
Giant Landover-Elkridge #344,-76.78,39.21
Target Ellicott City T-1042,-76.81,39.25
The Shoppes at Shipley's Grant,-76.8,39.21
Safeway-Ellicott City #1459,-76.82,39.25
Safeway-Ellicott City #1281,-76.86,39.28
Route 40 - Ellicott City,-76.83,39.28
PennMar,-76.88,38.84
Target District Heigts T-1897,-76.89,38.85
Fort Meade - Exchange Shopping Mall,-76.74,39.11
Safeway-Fort Washington #1882,-77,38.72
Stop & Shop-Urbana #349,-77.34,39.33
Westview,-77.41,39.38
Hood College,-77.42,39.43
Frederick,-77.44,39.42
104 Market Street,-77.41,39.42
Monocacy,-77.38,39.45
Frostburg State Univeristy - Lane U,-78.93,39.65
Target Gaithersburg T-1193,-77.2,39.12
Muddy Branch,-77.22,39.11
Potomac Valley,-77.25,39.12
First Field Shopping Center,-77.22,39.14
Kentlands,-77.24,39.12
Lakeforest Mall,-77.2,39.15
Safeway-Gaithersburg #1620,-77.18,39.19
Downtown Crown,-77.21,39.12
Flower Hill,-77.17,39.16
Washingtonian Waterfront,-77.2,39.12
Safeway-Gambrills #1596,-76.68,39.04
"Waugh Chapel Town Centre, Rte. 3",-76.68,39.03
Target Gambrills T-2631,-76.68,39.04
Germantown Town Center,-77.27,39.18
Kingsview Shopping,-77.28,39.16
Target Germantown T-1046,-77.25,39.2
Safeway-Germantown #1579,-77.27,39.18
Milestone,-77.25,39.2
Glen Burnie Center,-76.6,39.14
Governor Plaza,-76.61,39.2
Target Glen Burnie North T-1938,-76.61,39.19
Target Glen Burnie T-1003,-76.63,39.13
Target Greenbelt T-1295,-76.91,39
Greenway Shopping Center,-76.88,38.99
Safeway-Greenbelt #107,-76.88,38.99
Hagerstown Plaza,-77.75,39.66
Martin's Hagerstown # 6444,-77.72,39.68
Target Hagerstown T-1257,-77.77,39.62
Hagerstown Valley Mall,-77.77,39.63
Arundel Preserve,-76.74,39.15
Safeway-Hanover #1926,-76.74,39.13
Arundel Village,-76.72,39.15
Arundel Mills,-76.72,39.16
Ridgeview Shopping Center,-76.74,39.13
Teavana - Arundel Mills Mall,-76.73,39.16
Target Hyattsville T-1890,-76.98,38.97
Safeway - Hyattsville #3274,-76.95,38.97
Shoppes at Metro,-76.95,38.97
Columbia East,-76.79,39.17
JB Andrews- Malcolm Grow,-76.89,38.81
Safeway-Kensington #2753,-77.08,39.03
"Kensington, MD",-77.07,39.03
Target La Plata T-2133,-76.98,38.54
La Plata Shopping Center,-76.98,38.53
Safeway-La Plata #1938,-76.98,38.54
Vista Gardens,-76.82,38.96
Largo Plaza,-76.82,38.9
Target Largo T-1006,-76.83,38.9
Harris Teeter - Laurel #408,-76.86,39.09
Laurel,-76.85,39.1
Target Laurel T-1007,-76.79,39.09
The Centre at Laurel,-76.87,39.08
1700 W Nursery Rd.,-76.68,39.2
Lusby Commons,-76.44,38.37
Safeway - Middletown #1559,-77.53,39.44
Mount Airy Shopping Center,-77.16,39.36
Safeway-Mt. Airy #1815,-77.16,39.37
MGM National Harbor,-77.01,38.79
Tanger National Harbor Outlets,-77,38.79
New Carrollton,-76.87,38.96
North Bethesda Market,-77.11,39.04
Perry Hall,-76.48,39.4
West Ocean City,-75.11,38.34
"Atlantic Avenue - Ocean City, MD",-75.08,38.35
Giant Odenton 2311,-76.69,39.08
Old Silo S.C.,-77.07,39.13
Harris Teeter-Olney #403,-77.06,39.15
Olney Gardens,-77.06,39.15
Safeway-Olney #2797,-77.06,39.15
St. Thomas S/C,-76.77,39.41
Safeway-Owings Mills #1657,-76.78,39.42
Owings Mills,-76.81,39.41
"National Harbor, Westin",-77.02,38.78
Safeway-Perry Hall #1758,-76.46,39.41
Safeway-Phoenix #1399,-76.56,39.52
Potomac,-77.21,39.02
Cabin John Shopping Center,-77.16,39.04
Safeway-Prince Frederick #1731,-76.59,38.54
Prince Frederick,-76.6,38.55
Wintergreen Plaza,-77.14,39.08
Fallsgrove,-77.19,39.1
Montrose Crossing,-77.12,39.06
Rockville Town Square,-77.15,39.09
Congressional Plaza,-77.13,39.06
Safeway-Rockville #1668,-77.11,39.09
Pike and Rose,-77.12,39.05
Safeway-Rockville #1715,-77.17,39.11
Safeway-Rockville #1956,-77.19,39.1
Potomac Woods Plaza,-77.16,39.06
Harris Teeter - North Bethesda #328,-77.11,39.05
Safeway - Rockville #3257,-77.12,39.06
North Salisbury,-75.57,38.41
Salisbury University,-75.61,38.34
Safeway-Severna Park #1351,-76.58,39.08
Severna Park,-76.55,39.08
Giant-Severna Park #358,-76.54,39.08
Plaza del Mercado,-77.05,39.09
Silver Spring Metro,-77.03,38.99
Downtown Silver Spring,-77.03,39
Woodmoor,-77.01,39.02
Giant-Silver Spring #354,-77.03,38.99
Target Silver Spring T-1138,-77.06,39.07
Hillandale Shopping Center,-76.98,39.02
Safeway-Silver Spring #1565,-77,39.11
Sheraton Silver Spring - Retail,-77.03,39
Burnt Mills Shopping Center,-77,39.03
Calverton,-76.95,39.06
Hampshire-Langley,-76.99,38.99
Yorkridge Center,-76.62,39.43
Cockeysville,-76.64,39.46
Timonium Square,-76.63,39.44
Dulaney Plaza,-76.6,39.4
Ravenwood,-76.58,39.39
Teavana - Towson Town Center,-76.6,39.4
Safeway - Towson #2979,-76.61,39.41
Towson Town Center Mall,-76.6,39.4
Towson University,-76.6,39.4
Towson University - Cook Library,-76.62,39.39
Target Towson T-1142,-76.58,39.39
Safeway - Upper Marlboro #2795,-76.79,38.79
Urbana,-77.35,39.33
Waldorf,-76.92,38.63
Safeway-Waldorf #2661,-76.95,38.63
St. Charles Town Center,-76.93,38.62
Safeway-Waldorf #105,-76.9,38.6
Target Waldorf T-1008,-76.92,38.63
Target WestministerT-1000,-76.97,39.57
609 Baltimore Blvd,-76.98,39.56
Safeway-Westminster #1616,-77.01,39.59
Target Wheaton T-1415,-77.05,39.04
Teavana - Wheaton,-77.05,39.04
Safeway - Wheaton #2781,-77.05,39.04
Wheaton Plaza,-77.06,39.04
Nottingham Square Shopping Center,-76.45,39.37
"Auburn ME, Mount Auburn Ave.",-70.23,44.12
"Augusta, Western Ave",-69.81,44.32
Target Augusta T-2315,-69.81,44.31
Target Bangor T-1855,-68.74,44.84
"Bangor, Mall Blvd.",-68.74,44.83
Bangor Mall- Simon,-68.75,44.83
Target Biddeford T-2166,-70.51,43.47
"Brunswick, Gurnet Drive",-69.92,43.91
"Falmouth, Route 1",-70.23,43.72
Freeport-Main Street,-70.1,43.86
Maine Turnpike Kennebunk North,-70.54,43.39
"Kennebunk South, Maine Turnpike",-70.54,43.39
"Kittery, Route 1",-70.73,43.11
363 Maine Mall Road,-70.34,43.63
Northgate Plaza,-70.29,43.7
"Portland, 1080 Forest Ave",-70.29,43.68
Middle & Exchange St.,-70.25,43.66
Commercial Street,-70.25,43.66
Congress Street,-70.26,43.65
PWM-International Terminal - Airsid,-70.31,43.65
"Saco, Main St.",-70.43,43.51
Route 1 & Shop N Save Dr.,-70.33,43.59
Target South Portland T-1338,-70.35,43.63
Maine Crossing,-70.35,43.63
Teavana - Maine Mall,-70.34,43.63
Maine Mall,-70.33,43.63
Target Topsham T-2130,-69.96,43.94
"Topsham, Fair Mall Road",-69.98,43.94
"Waterville, Maine",-69.64,44.57
ME-West Gardiner Travel Plaza,-69.77,44.23
Adrian - Hwy 23 & Division,-84.03,41.87
"Southfield & Outer Dr, Allen Park",-83.22,42.28
Target Allen Park T-2033,-83.21,42.28
Grand Valley State University-Allen,-85.89,42.96
"Family Fare #137-Allendale, MI",-85.94,42.97
Alma College - Book Store,-84.67,43.38
Target Ann Arbor T-634,-83.77,42.24
Glencoe Crossing - 4585 Washtenaw,-83.67,42.25
Teavana - Briarwood Mall,-83.74,42.24
University of Michigan-Ross School,-83.74,42.27
S. University & Church,-83.73,42.27
Michigan Union - University of Mich,-83.74,42.27
Kroger-Ann Arbor #688,-83.78,42.28
Meijer-Ann Arbor #64,-83.77,42.24
State & Liberty,-83.74,42.28
Jackson and Zeeb,-83.84,42.29
Plymouth & Nixon,-83.71,42.3
Arborland - Washtenaw & US-23,-83.69,42.26
"Ann Arbor, Main & Liberty",-83.75,42.28
Briarwood Mall,-83.75,42.24
Target Ann Arbor East T-1285,-83.68,42.24
Teavana - Great Lakes Crossing,-83.3,42.7
Great Lakes Crossing - Food Court,-83.3,42.7
Target Auburn Hills T-1251,-83.29,42.71
"Battle Creek, Beckley & I-94",-85.18,42.26
McCamly Plaza Hotel-Battle Creek-Fo,-85.18,42.32
Bay City,-83.89,43.62
Belleville Rd & I-94,-83.48,42.22
Ferris State University - IRC Conne,-85.48,43.69
Ferris State University,-85.48,43.68
Birch Run,-83.78,43.25
Kroger-Birmingham #685,-83.21,42.55
"Birmingham, Maple & Old Woodward",-83.21,42.55
Bloomfield Twsp-LongLake&Telegraph,-83.28,42.58
Woodward & Square Lake,-83.26,42.6
Maple & Lahser,-83.26,42.55
Telegraph & Maple,-83.29,42.55
Bloomfield Place & Telegraph,-83.3,42.61
Target Bloomfield Township T-2178,-83.29,42.6
Family Fare - Boyne City #1517,-85.02,45.22
Brighton - W Grand River,-83.79,42.54
Target Brighton T-922,-83.8,42.54
Meijer-Brighton #46,-83.79,42.54
Kroger Brownstown 708,-84.38,44.27
Byron Ctr - 84th & US-131,-85.67,42.81
Meijer-Gaines Twp #199,-85.62,42.85
Spartan - Caledonia #1577,-85.51,42.79
Target Grand Rapids M-6 T-2015,-85.62,42.85
Kroger-Canton #671,-83.49,42.32
Canton - Ford Rd,-83.45,42.32
"Canton, Ford & Lotz",-83.43,42.32
Target Canton South T-2415,-83.5,42.27
"Chesterfield, I-94 & 23 Mile Rd",-82.83,42.67
Target Chesterfield Township T-945,-82.83,42.68
Waldon and Sashabaw,-83.38,42.73
Dixie Hwy & Maybee,-83.42,42.72
Target Clinton Pointe T-819,-82.9,42.55
Hall & I-94,-82.86,42.63
The Mall at Partridge Creek,-82.95,42.63
Teavana - Partridge Creek,-82.95,42.63
Kroger-Commerce Township #629,-83.44,42.6
VG's-Davison #1930,-83.54,43.04
Teavana - Fairlane Town Center,-83.22,42.32
"Dearborn, Michigan Ave & Howard",-83.25,42.31
"Michigan & Oakman, Dearborn",-83.17,42.32
Fordview Plaza - Ford Rd,-83.3,42.33
Target Dearborn Heights T-353,-83.3,42.33
DTW Concourse A,-83.35,42.22
Marriott RenCen Detroit,-83.04,42.33
Woodward & Mack,-83.06,42.35
Wayne State University,-83.07,42.36
DTW Concourse B,-83.35,42.22
Greektown Casino Hotel,-83.04,42.34
One Kennedy Square - Ernst & Young,-83.05,42.33
Woodward and 8 Mile,-83.12,42.45
DMC Harper Hospital Lobby,-83.06,42.35
Wayne State Univ - Student Center,-83.07,42.36
DTW Concourse A Gate 59,-83.35,42.22
"Wealthy St, East Grand Rapids",-85.61,42.95
Michigan State University-Wells Hal,-84.48,42.73
Michigan St University-Broad Bus Sc,-84.49,42.73
"E Lansing, Grand River & Charles",-84.48,42.73
Grand River & Stoddard,-84.47,42.73
Meijers-East Lansing #52,-84.5,42.76
Grand River & Farmington Rd,-83.37,42.46
Target Farmington Hills,-83.34,42.45
Orchard Lk & 12 Mile Rd Plaza,-83.36,42.5
Target Fenton T-2105,-83.74,42.79
VG's-Fenton #1921,-83.74,42.79
VG's North Fenton-Detroit,-83.71,42.81
"Flint, Court and Center",-83.64,43.02
"Flint, Miller Road & I-75",-83.74,42.99
Target Fort Gratiot T-632,-82.46,43.03
Port Huron - 24th Ave,-82.46,43.03
Monroe - Telegraph & Mall Rd,-83.4,41.95
Gaylord-W Main Street,-84.69,45.03
Glen's Fresh Market-Gaylord,-84.69,45.03
Grand Blanc - S Saginaw,-83.63,42.93
"US-31 & Jackson Ave, Grand Haven",-86.22,43.07
Spartan - Grand Haven #1570,-86.2,43.04
Meijer-Grand Haven #180,-86.22,43.04
Target Grand Rapids T-2014,-85.54,42.91
Northland Dr & Plainfield Ave,-85.58,43.06
Spartan - Breton Village #1572,-85.61,42.93
Teavana - Woodland,-85.59,42.92
Meijer-Grand Rapids #216,-85.78,42.97
Family Fare Lake Michigan,-85.74,42.97
Michigan Hill,-85.67,42.97
Grand Valley State University - Pew,-85.68,42.96
Spartan - Gaslight Village#1576,-85.61,42.95
"Kentwood, 28th & M-37",-85.58,42.91
"GRR - Grand Rapids Conc A, Food Crt",-85.53,42.88
Meijers-Grand Rapids #50,-85.53,42.92
Woodland Mall - Center Court,-85.59,42.92
Spartan - Cascade #1573,-85.51,42.91
"J.W.Marriott,Grand Rapids lobby rtl",-85.67,42.97
Waterfall Shoppes - 28th & I-96,-85.54,42.91
Spartan-Cascade #1573,-85.51,42.91
East Beltline & Knapp,-85.59,43
Amway Grand Plaza,-85.67,42.97
D&W Fresh Market - Beltline,-85.59,43
Target Grand Rapids North T-397,-85.69,43.02
"Forest Hills Foods - Grand Rapids,",-85.51,42.92
Meijers-Grand Rapids #158,-85.59,43
Teavana - RiverTown Crossing,-85.75,42.89
Meijer-Grandville #221,-85.75,42.88
Spartan - Grandville #1579,-85.76,42.88
Target Grandville T-2818,-85.74,42.88
Kroger - Grosse Ile #415,-83.16,42.13
Beaumont Grosse Pointe Hospital Lob,-82.92,42.38
"Grosse Pointe, Kercheval Ave",-82.92,42.39
Mack Ave & Allard,-82.91,42.43
Target - Harper Woods T-0776,-82.93,42.45
Spartan- Holland #1574,-86.11,42.8
Meijer-Holland #47,-86.08,42.78
Family Fare #123-Holland-South Wash,-86.12,42.76
"Family Fare #122-Holland, MI",-86.14,42.83
"Holland, US-31 & Riley",-86.09,42.83
Meijer-Holland Twp #217,-86.09,42.82
Target Holland T-1482,-86.09,42.83
Target Hartland T-1971,-83.76,42.63
Family Fare Georgetown,-85.85,42.89
"Jackson, I-94 and M50",-84.42,42.27
Meijer - Jackson #056,-84.36,42.26
Meijer-Jenison #26,-85.79,42.91
Stadium & Drake,-85.65,42.27
Spartan-Parkview #1575,-85.61,42.26
Spartan - Parkview #1575,-85.61,42.26
Target  Kalamazoo T-901,-85.67,42.3
Kalamazoo - West Main,-85.66,42.3
Kentwood - Kalamazoo St & M-6,-85.63,42.85
Lake Orion,-83.24,42.78
"Kroger-Lambertville, MI #864",-83.63,41.75
Kroger-Lansing #888,-84.65,42.74
